sensor,language,tone,participant,script,time_1.0,autocorrelation_mean,autocorrelation_median,autocorrelation_std,autocorrelation_min,autocorrelation_max,autocorrelation_missing
autocorrelations,ch,bus,jack,t3,12.0,1.5192824128248976e-09,1.858028111e-09,9.227258561588923e-10,-3.443270082e-10,3.313899054e-09,0.0
autocorrelations,ch,bus,jack,t3,13.0,4.7891296026326535e-09,4.766968678e-09,5.321393359510798e-10,3.538450893e-09,5.672520406e-09,0.0
autocorrelations,ch,bus,jack,t3,14.0,7.166120111591836e-09,6.792659349e-09,1.2790982571323083e-09,5.477617805e-09,1.081284747e-08,0.0
autocorrelations,ch,bus,jack,t3,15.0,1.7057489831836735e-08,1.687743225e-08,3.533769809410702e-09,1.085803499e-08,2.218434646e-08,0.0
autocorrelations,ch,bus,jack,t3,16.0,1.9489442762653062e-08,2.013901523e-08,2.4540631208299748e-09,1.381218381e-08,2.234096843e-08,0.0
autocorrelations,ch,bus,jack,t3,17.0,6.243788587326531e-09,4.872071576e-09,2.7371286939358116e-09,3.585638854e-09,1.32337784e-08,0.0
autocorrelations,ch,bus,jack,t3,18.0,2.146079450877551e-09,2.049573878e-09,5.356023449171828e-10,1.125001548e-09,3.452255725e-09,0.0
autocorrelations,ch,bus,jack,t3,19.0,-4.245824727034899e-09,-3.063749918e-09,4.168391585805514e-09,-1.149112479e-08,1.01049807e-09,0.0
autocorrelations,ch,bus,jack,t3,20.0,-1.4010642356551725e-08,-1.362098523e-08,1.835254719576739e-09,-1.765196948e-08,-1.15174441e-08,0.0
autocorrelations,ch,bus,jack,t4,1.0,2.5750905365714286e-07,2.57362031e-07,7.223563972198195e-08,1.043055811e-07,4.025531234e-07,0.0
autocorrelations,ch,bus,jack,t4,2.0,1.0015732485448977e-08,4.8268038e-09,7.541303990604397e-08,-1.21839104e-07,1.657430466e-07,0.0
autocorrelations,ch,bus,jack,t4,3.0,-1.27157175887551e-07,-1.284143707e-07,4.116352694271168e-08,-1.981980855e-07,-3.952762024e-08,0.0
autocorrelations,ch,bus,jack,t4,4.0,-1.380875255744898e-07,-1.367996396e-07,3.661930661569236e-08,-1.985852575e-07,-7.407357211e-08,0.0
autocorrelations,ch,bus,jack,t4,5.0,-7.13659509680204e-08,-6.975047776e-08,4.598380814811774e-08,-1.656748605e-07,2.179924152e-08,0.0
autocorrelations,ch,bus,jack,t4,6.0,1.9120280271193472e-08,2.338295904e-08,4.117329208129986e-08,-6.268414986e-08,9.47546412e-08,0.0
autocorrelations,ch,bus,jack,t4,7.0,5.486724428951021e-08,5.930328559e-08,3.5848638003363385e-08,2.495434759e-09,1.090514627e-07,0.0
autocorrelations,ch,bus,jack,t4,8.0,2.848773343125857e-08,2.999711427e-08,3.484156650274355e-08,-3.023359184e-08,8.971510691e-08,0.0
autocorrelations,ch,bus,jack,t4,9.0,7.45728468044898e-09,7.779696191e-09,3.3868455519128506e-08,-4.520342079e-08,5.988049043e-08,0.0
autocorrelations,ch,bus,jack,t4,10.0,-1.6719164366467344e-08,-1.74029027e-08,3.261715188272202e-08,-7.473048889e-08,4.101456471e-08,0.0
autocorrelations,ch,bus,jack,t4,11.0,-3.5339751483387754e-08,-3.888102834e-08,3.144078438648132e-08,-8.16228724e-08,1.108404729e-08,0.0
autocorrelations,ch,bus,jack,t4,12.0,-2.1628639795363268e-08,-2.343442069e-08,3.00929037320838e-08,-6.721281697e-08,2.283124113e-08,0.0
autocorrelations,ch,bus,jack,t4,13.0,-5.6705936631251024e-08,-5.65946601e-08,3.332451755871789e-08,-1.148166631e-07,5.932812382e-09,0.0
autocorrelations,ch,bus,jack,t4,14.0,-6.201641353208163e-08,-6.422546352e-08,3.4321043298670915e-08,-1.218761976e-07,1.089565995e-08,0.0
autocorrelations,ch,bus,jack,t4,15.0,3.080748508642449e-08,2.89118093e-08,3.8025185981137137e-08,-4.927534837e-08,1.002171247e-07,0.0
autocorrelations,ch,bus,jack,t4,16.0,8.941946757959182e-08,8.917033849e-08,2.8968754377226435e-08,3.764866925e-08,1.409235423e-07,0.0
autocorrelations,ch,bus,jack,t4,17.0,1.1569213493795917e-07,1.179656532e-07,2.6697882254451613e-08,7.196526567e-08,1.568270502e-07,0.0
autocorrelations,ch,bus,jack,t4,18.0,7.33611005854694e-08,7.436374382e-08,3.7685691060521306e-08,-8.889962082e-09,1.467568062e-07,0.0
autocorrelations,ch,bus,jack,t4,19.0,-4.5024500691755106e-08,-4.299029819e-08,4.6246461430322556e-08,-1.349033985e-07,4.290102352e-08,0.0
autocorrelations,ch,bus,jack,t4,20.0,-1.3524400110241377e-07,-1.385068907e-07,2.8293555857878902e-08,-1.846782388e-07,-7.769358184e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,1.0,1.6361005828367344e-07,1.606677046e-07,1.2502217626522712e-08,1.468421884e-07,2.042780537e-07,0.0
autocorrelations,ch,bus,yaoyi,t1,2.0,1.210020703897959e-07,1.183447121e-07,1.4091039215112498e-08,1.000075846e-07,1.458588149e-07,0.0
autocorrelations,ch,bus,yaoyi,t1,3.0,8.125310864775511e-08,8.189135484e-08,1.1195081717675098e-08,6.441352957e-08,9.957071294e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,4.0,4.7751092976734693e-08,4.795245955e-08,9.759018399371873e-09,3.432163575e-08,6.57358762e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,5.0,2.0931182285408164e-08,2.14649985e-08,7.617496937676394e-09,7.502997439e-09,3.382352986e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,6.0,-3.904822052956122e-09,-5.037959457e-09,6.823582352308328e-09,-1.260517441e-08,7.587762201e-09,0.0
autocorrelations,ch,bus,yaoyi,t1,7.0,-1.6072419247142857e-08,-1.636814138e-08,1.7748281709056576e-09,-1.860563418e-08,-1.041012256e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,8.0,-1.572428132040816e-08,-1.596306601e-08,1.2103301243350882e-09,-1.782645764e-08,-1.319758637e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,9.0,-2.236091697428571e-08,-2.030489542e-08,3.636660036164998e-09,-2.942810394e-08,-1.806635352e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,10.0,-3.19412654777551e-08,-3.187483532e-08,2.620195713625819e-09,-3.622770835e-08,-2.860338829e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,11.0,-3.825736513204082e-08,-3.710710444e-08,1.9211154719570795e-09,-4.181519001e-08,-3.615730743e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,12.0,-4.164594397469389e-08,-4.173438634e-08,6.57427163526093e-10,-4.2627595e-08,-4.024054519e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,13.0,-4.589131559224489e-08,-4.493338192e-08,2.3824801987607464e-09,-5.162941193e-08,-4.268079274e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,14.0,-5.238684017938776e-08,-5.247100462e-08,1.0863357682679406e-09,-5.429132016e-08,-5.02375997e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,15.0,-3.9533971111020406e-08,-4.040375632e-08,7.855917347786439e-09,-5.042263633e-08,-2.570303307e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,16.0,-1.878019012367347e-08,-1.919194352e-08,4.456856019009108e-09,-2.538497091e-08,-1.114484806e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,17.0,-8.56679484397959e-09,-8.738466203e-09,1.606487692796528e-09,-1.091452563e-08,-5.862792579e-09,0.0
autocorrelations,ch,bus,yaoyi,t1,18.0,-9.894863571163264e-09,-1.017895216e-08,1.892794623602128e-09,-1.373633945e-08,-6.08925021e-09,0.0
autocorrelations,ch,bus,yaoyi,t1,19.0,-1.6153452083877548e-08,-1.634050056e-08,7.268525490478448e-10,-1.71862207e-08,-1.447519248e-08,0.0
autocorrelations,ch,bus,yaoyi,t1,20.0,-1.6991930720689657e-08,-1.726637717e-08,8.965418802661148e-10,-1.847190809e-08,-1.53907667e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,1.0,1.5726910745714288e-07,1.566362571e-07,1.8647803266996898e-08,1.290596015e-07,1.855732694e-07,0.0
autocorrelations,ch,bus,yaoyi,t2,2.0,1.173941752367347e-07,1.190353256e-07,7.286278443279125e-09,1.005718064e-07,1.283912584e-07,0.0
autocorrelations,ch,bus,yaoyi,t2,3.0,6.553375218204081e-08,6.104396564e-08,1.7417536017030718e-08,4.584391662e-08,9.922659072e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,4.0,4.4203925079591844e-08,4.601276664e-08,3.779507158628235e-09,3.456451367e-08,4.743158417e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,5.0,3.229278964612245e-08,3.030885226e-08,6.0069114444774704e-09,2.626107888e-08,4.685890952e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,6.0,4.996746092469387e-08,5.120242305e-08,4.9505395967601565e-09,3.985973939e-08,5.561314006e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,7.0,4.835276807244898e-08,4.740185621e-08,7.797814172056606e-09,3.88587751e-08,6.038198648e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,8.0,4.080132174469387e-08,4.273866835e-08,1.5545686243080517e-08,1.418144299e-08,6.040899715e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,9.0,9.33233304034694e-09,9.62152671e-09,1.8938623972280126e-09,3.491523991e-09,1.349954692e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,10.0,-2.1062186095263264e-08,-2.38129334e-08,1.2833815331773686e-08,-3.626571332e-08,2.702653152e-09,0.0
autocorrelations,ch,bus,yaoyi,t2,11.0,-3.2936338006938775e-08,-3.270862838e-08,2.1553940383922514e-09,-3.699616148e-08,-3.013015917e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,12.0,-3.783006672e-08,-3.997933203e-08,5.936224771785919e-09,-4.368498686e-08,-2.329154917e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,13.0,-1.3881141095918366e-08,-1.306337749e-08,3.127918302534187e-09,-2.235306191e-08,-1.046218815e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,14.0,-8.295019952733673e-09,-1.128079272e-08,9.341144853910501e-09,-1.798507095e-08,9.219780783e-09,0.0
autocorrelations,ch,bus,yaoyi,t2,15.0,-1.0117150230142855e-09,1.792411734e-09,1.1049705190646114e-08,-2.179972527e-08,1.11096328e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,16.0,-2.8641348438367347e-08,-2.895415153e-08,2.3049472680362886e-09,-3.386573706e-08,-2.251546172e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,17.0,-5.788554716795917e-08,-6.011956749e-08,1.3172663127286096e-08,-7.468284432e-08,-3.457408791e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,18.0,-7.615796275551021e-08,-7.511575586e-08,1.6842269172051395e-09,-8.078108261e-08,-7.481823675e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,19.0,-8.391985040408162e-08,-8.498023409e-08,4.233676358121537e-09,-8.845938981e-08,-7.266835621e-08,0.0
autocorrelations,ch,bus,yaoyi,t2,20.0,-6.191545010068965e-08,-6.035211198e-08,4.6160880974498135e-09,-7.168742821e-08,-5.724635183e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,1.0,1.1415217974102041e-07,1.138607672e-07,1.3237137065202087e-08,8.732682348e-08,1.413964097e-07,0.0
autocorrelations,ch,bus,yaoyi,t3,2.0,7.669358868612246e-08,7.624163307e-08,1.0836606003743116e-08,5.671461708e-08,9.97307267e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,3.0,5.198691374020409e-08,5.139802568e-08,1.0482843642788242e-08,2.915609825e-08,7.297844348e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,4.0,2.7244283520816323e-08,2.815377169e-08,7.976668964310566e-09,1.34736189e-08,4.337458941e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,5.0,2.2585109875306125e-08,2.317219115e-08,7.036508989266651e-09,1.099967218e-08,3.243116958e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,6.0,1.3172233405950002e-08,1.309783647e-08,7.553067157922515e-09,-7.041624395e-11,2.757789144e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,7.0,1.343717725560449e-08,1.232027777e-08,7.83101053395788e-09,-7.276036302e-10,2.94680931e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,8.0,2.2079228146734696e-08,2.188050599e-08,6.79715522718114e-09,1.128747134e-08,3.302783863e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,9.0,2.016606670210204e-08,2.058783177e-08,7.0929924175330264e-09,9.162274608e-09,3.188462142e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,10.0,2.106429535277551e-08,1.999842656e-08,7.306572638157829e-09,6.421424759e-09,3.270461796e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,11.0,6.870766349020406e-10,1.369991346e-09,9.643675402296e-09,-1.789271196e-08,2.122653702e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,12.0,-9.843549122132654e-09,-1.039236303e-08,7.004408379745361e-09,-2.186554256e-08,9.211350626e-10,0.0
autocorrelations,ch,bus,yaoyi,t3,13.0,-2.289617612920408e-08,-2.320413958e-08,9.215259610003631e-09,-4.034381146e-08,-4.919459074e-09,0.0
autocorrelations,ch,bus,yaoyi,t3,14.0,-3.645921514122448e-08,-3.690482107e-08,6.958930217541721e-09,-4.657291293e-08,-2.541256947e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,15.0,-4.06512323832653e-08,-4.0359111e-08,7.596753874433226e-09,-5.511741493e-08,-2.780058374e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,16.0,-5.048592090755102e-08,-4.958236119e-08,7.286455459231855e-09,-6.171397341e-08,-3.76293339e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,17.0,-3.661239302857143e-08,-3.683764914e-08,9.163754312467218e-09,-5.446569718e-08,-1.955801204e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,18.0,-2.7750002520816327e-08,-2.810294357e-08,7.070342837615783e-09,-3.793220267e-08,-1.742953997e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,19.0,-2.3775640458367348e-08,-2.395359187e-08,7.0746374429067855e-09,-3.605728306e-08,-1.1532503e-08,0.0
autocorrelations,ch,bus,yaoyi,t3,20.0,-2.174857045482759e-08,-2.129259042e-08,7.190559961509528e-09,-3.377645668e-08,-1.046712758e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,1.0,6.288633853857143e-08,6.211443127e-08,6.870956410649591e-09,4.971521765e-08,7.781633281e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,2.0,4.0656123220612245e-08,4.021460065e-08,7.050715493606756e-09,2.860328969e-08,5.513794988e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,3.0,2.6763272946326527e-08,2.719780572e-08,4.171812225915529e-09,1.873875224e-08,3.593590555e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,4.0,1.863168914857143e-08,1.862909952e-08,4.3436555235622986e-09,1.028695085e-08,2.700280825e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,5.0,8.218217362733264e-09,8.141879161e-09,4.617660891517245e-09,-1.364092405e-09,1.780693464e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,6.0,-3.0199908806224487e-09,-3.166493958e-09,4.455242894037381e-09,-1.126911155e-08,5.985821255e-09,0.0
autocorrelations,ch,bus,yaoyi,t4,7.0,-1.0989359835530612e-08,-1.111947224e-08,3.865888808258557e-09,-1.738970059e-08,-3.017531552e-09,0.0
autocorrelations,ch,bus,yaoyi,t4,8.0,-1.6343386606510203e-08,-1.665828248e-08,4.086183023120131e-09,-2.407721972e-08,-8.657620953e-09,0.0
autocorrelations,ch,bus,yaoyi,t4,9.0,-2.1981049649795918e-08,-2.227540015e-08,3.6923083042330206e-09,-2.86211195e-08,-1.529737632e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,10.0,-2.340303972714286e-08,-2.359710069e-08,3.3172951998465868e-09,-2.831766467e-08,-1.847818553e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,11.0,-2.503939152755102e-08,-2.495871203e-08,3.9626155400700305e-09,-3.354673434e-08,-1.819158087e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,12.0,-3.196333646795918e-08,-3.141628088e-08,3.7611816051330856e-09,-3.873587189e-08,-2.450530259e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,13.0,-3.1467551331632656e-08,-3.102233724e-08,3.802004196066389e-09,-3.851743265e-08,-2.364335575e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,14.0,-2.4360374014081636e-08,-2.380887675e-08,3.850350459766942e-09,-3.263961008e-08,-1.722804676e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,15.0,-2.1125073315510203e-08,-2.100119617e-08,3.3322964685734492e-09,-2.610188512e-08,-1.580643573e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,16.0,-2.1427301040000007e-08,-2.135319877e-08,3.429405256767318e-09,-2.676741639e-08,-1.620991097e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,17.0,-1.9317472507551018e-08,-1.990115103e-08,3.8889761948356285e-09,-2.643822581e-08,-1.195723307e-08,0.0
autocorrelations,ch,bus,yaoyi,t4,18.0,-8.458050403367348e-09,-8.162139875e-09,5.065420717342211e-09,-1.950277067e-08,1.614286566e-09,0.0
autocorrelations,ch,bus,yaoyi,t4,19.0,1.0577378421153062e-09,1.24485011e-09,3.6107530798759736e-09,-6.086078645e-09,7.214692512e-09,0.0
autocorrelations,ch,bus,yaoyi,t4,20.0,4.48597390562138e-09,5.453073927e-09,3.5522622722211473e-09,-1.592109645e-09,1.044848623e-08,0.0
autocorrelations,ch,casual,jack,t1,1.0,1.3697460894381634e-07,1.443532441e-07,9.478648875999107e-08,-2.634102441e-08,2.757851811e-07,0.0
autocorrelations,ch,casual,jack,t1,2.0,-6.063909434838369e-08,-6.750331268e-08,2.565353712477986e-08,-8.991741304e-08,-4.358581728e-10,0.0
autocorrelations,ch,casual,jack,t1,3.0,4.974008948540815e-08,5.487414911e-08,1.9140226724709803e-08,4.154902945e-09,7.089922146e-08,0.0
autocorrelations,ch,casual,jack,t1,4.0,-7.585342517733878e-08,-9.113783087e-08,4.268836862949457e-08,-1.191319653e-07,1.508790608e-08,0.0
autocorrelations,ch,casual,jack,t1,5.0,-3.1899693310918365e-08,-2.839659467e-08,4.7316783236439394e-08,-1.097967416e-07,3.360222479e-08,0.0
autocorrelations,ch,casual,jack,t1,6.0,-1.3204514781897959e-08,-5.139026045e-09,4.100556277867863e-08,-9.033188392e-08,3.501871087e-08,0.0
autocorrelations,ch,casual,jack,t1,7.0,-7.535854923253062e-08,-9.245547977e-08,3.455488648600624e-08,-1.082818957e-07,3.597019311e-09,0.0
autocorrelations,ch,casual,jack,t1,8.0,6.517159780981632e-08,7.281016527e-08,2.224833469478546e-08,8.131990271e-09,8.721964268e-08,0.0
autocorrelations,ch,casual,jack,t1,9.0,-2.0857025244755107e-08,-3.065185683e-08,3.705650128219052e-08,-6.1460249e-08,5.342660408e-08,0.0
autocorrelations,ch,casual,jack,t1,10.0,9.398095482606122e-09,1.015281251e-08,4.411635695547812e-08,-5.832250053e-08,7.575340232e-08,0.0
autocorrelations,ch,casual,jack,t1,11.0,4.491999454700407e-08,5.835846303e-08,3.653243551638974e-08,-3.316749546e-08,8.1186779e-08,0.0
autocorrelations,ch,casual,jack,t1,12.0,-8.147101450081633e-08,-8.715259273e-08,1.666854988979171e-08,-9.856500917e-08,-3.719585647e-08,0.0
